location,label,original,fake
para#1389,COMPANY,Nuvama Wealth Management Limited,Lakeside Manufacturing
para#1391,COMPANY,ASBA Forms,Falcon Enterprises Limited
para#1391,PERSON,UPI Bidders,Peter Jones
para#1393,COMPANY,Confirmation of Allocation Note,Meridian Group
para#1394,COMPANY,Notice,Falcon Enterprises Limited
para#1395,PERSON,Cap Price,Emma Ramirez
para#1396,COMPANY,Bids,Crestview Industries
para#1396,PERSON,Offer Price,Olivia Brown
para#1398,COMPANY,Bankers,Ironwood Holdings
para#1398,COMPANY,inter alia,Silverline Corp
para#1398,COMPANY,UPI Circulars,Pinnacle Corp
para#1398,COMPANY,Bankers,Ironwood Holdings
para#1398,COMPANY,Registrar,Silverline Corp
para#1399,COMPANY,Bidders,Lakeside Manufacturing
para#1401,COMPANY,Depositories,Cobalt Industries Ltd.
para#1402,COMPANY,CDP,Northstar Corporation
para#1403,PERSON,SEBI ICDR,Peter Doe
para#1403,PERSON,SEBI ICDR,Peter Doe
para#1403,COMPANY,CFD,Lakeside Manufacturing
para#1403,COMPANY,CIR,Redstone Group
para#1403,COMPANY,Bids,Crestview Industries
para#1407,PERSON,Bid,Peter Brown
para#1408,PERSON,Bid,Peter Brown
para#1408,COMPANY,Non-Institutional Investors,Falcon Enterprises Limited
para#1410,COMPANY,UPI ID,Falcon Enterprises Limited
para#1411,COMPANY,Designated CDP Locations,Horizon Manufacturing Ltd.
para#1412,COMPANY,Designated CDP Locations,Horizon Manufacturing Ltd.
para#1412,PERSON,Bidders,Olivia Jones
para#1414,COMPANY,Designated Date,Acme Industries Limited
para#1417,COMPANY,Designated Intermediaries,Redstone Group
para#1418,COMPANY,Designated Intermediaries,Redstone Group
para#1418,COMPANY,SCSB,Redstone Group
para#1418,COMPANY,UPI Bidders,Horizon Manufacturing Ltd.
para#1418,COMPANY,ASBA Forms,Falcon Enterprises Limited
para#1422,COMPANY,Syndicate,Meridian Group
para#1422,COMPANY,Designated Intermediaries,Redstone Group
para#1422,PERSON,UPI Bidders,Peter Jones
para#1422,COMPANY,UPI Mandate Request,Northstar Corporation
para#1422,PERSON,UPI Bidders,Peter Jones
para#1422,COMPANY,ASBA Forms,Falcon Enterprises Limited
para#1424,COMPANY,Syndicate,Meridian Group
para#1424,COMPANY,Designated Intermediaries,Redstone Group
para#1424,COMPANY,ASBA Forms,Falcon Enterprises Limited
para#1426,COMPANY,Designated RTA Locations,Bluewater Holdings
para#1427,COMPANY,Designated RTA Locations,Bluewater Holdings
para#1427,COMPANY,UPI,Summit Enterprises Ltd.
para#1427,COMPANY,ASBA Forms,Falcon Enterprises Limited
para#1427,COMPANY,UPI Bidder,Vertex Global Limited
para#1428,COMPANY,www.bseindia.com,Silverline Corp
para#1429,COMPANY,Designated SCSB Branches,Horizon Manufacturing Ltd.
para#1430,COMPANY,SCSBs,Silverline Corp
para#1434,COMPANY,Draft Red Herring Prospectus/,Crestview Industries
para#1443,COMPANY,Escrow Collection Bank,Meridian Group
para#1444,COMPANY,HDFC Bank Limited,Falcon Enterprises Limited
para#1446,COMPANY,Bids,Crestview Industries
para#1447,PERSON,Floor Price,Liam Jackson
para#1449,COMPANY,Bids,Crestview Industries
para#1449,PERSON,Offer Price,Olivia Brown
para#1450,COMPANY,Fraudulent Borrower,Falcon Enterprises Limited
para#1459,COMPANY,GSM,Ironwood Holdings
para#1462,COMPANY,Fresh,Pinnacle Corp
para#1467,COMPANY,Monitoring Agency,Redstone Group
para#1468,COMPANY,CARE Ratings Limited,Bluewater Holdings
para#1469,COMPANY,Monitoring Agency Agreement,Cobalt Industries Ltd.
para#1470,COMPANY,Monitoring Agency,Redstone Group
para#1472,COMPANY,Bids,Crestview Industries
para#1472,COMPANY,Mutual Funds,Lakeside Manufacturing
para#1478,COMPANY,Equity Shares Allotted,Lakeside Manufacturing
para#1479,COMPANY,Non-Institutional Investors/,Redstone Group
para#1480,COMPANY,Retail Individual Investors,Ironwood Holdings
para#1481,COMPANY,Non-Institutional Portion,Ironwood Holdings
para#1482,COMPANY,Non-Institutional Investors,Falcon Enterprises Limited
para#1488,COMPANY,Bids,Crestview Industries
para#1488,COMPANY,Institutional Investors,Acme Industries Limited
para#1489,COMPANY,Non-Resident,Northstar Corporation
para#1491,PERSON,Nuvama,Olivia Garcia
para#1492,COMPANY,Nuvama Wealth Management Limited,Lakeside Manufacturing
para#1499,PERSON,Rohit Kushal Hegde,John Johnson
para#1499,PERSON,Rajesh Kushal Hegde,John Williams
para#1499,PERSON,Pushpa Kushal Hegde,John Brown
para#1499,PERSON,Kushal Subbayya Hegde,John Jones
para#1502,COMPANY,Allotted to Anchor Investors,Cobalt Industries Ltd.
para#1502,COMPANY,Bidders,Lakeside Manufacturing
para#1509,COMPANY,Pension Fund,Bluewater Holdings
para#1513,COMPANY,Equity Share,Crestview Industries
para#1514,COMPANY,Working Days,Vertex Global Limited
para#1514,COMPANY,Loksatta,Horizon Manufacturing Ltd.
para#1514,COMPANY,Jansatta,Crestview Industries
para#1514,COMPANY,Financial,Summit Enterprises Ltd.
para#1520,PERSON,corrigenda thereto,Olivia Miller
para#1522,COMPANY,Bank Limited,Ironwood Holdings
para#1524,COMPANY,Bank,Vertex Global Limited
para#1526,COMPANY,ICDR,Vertex Global Limited
para#1527,COMPANY,Bids,Crestview Industries
para#1528,COMPANY,QIB Bidder(s,Silverline Corp
para#1532,COMPANY,Red Herring Prospectus/,Horizon Manufacturing Ltd.
para#1533,PERSON,corrigenda thereto,Olivia Miller
para#1534,COMPANY,Working Days,Vertex Global Limited
para#1535,PERSON,corrigenda thereto,Olivia Miller
para#1538,COMPANY,Refund Bank,Crestview Industries
para#1539,COMPANY,HDFC Bank Limited,Falcon Enterprises Limited
para#1541,COMPANY,CIR,Redstone Group
para#1541,COMPANY,ICDR Master Circular,Horizon Manufacturing Ltd.
para#1541,COMPANY,Bids,Crestview Industries
para#1541,COMPANY,Syndicate,Meridian Group
para#1542,PERSON,Share Transfer Agents,Emma Johnson
para#1544,COMPANY,Designated RTA Locations,Bluewater Holdings
para#1546,COMPANY,Registrar,Silverline Corp
para#1546,COMPANY,Registrar,Silverline Corp
para#1547,COMPANY,Registrar,Silverline Corp
para#1548,COMPANY,MUFG Intime India Private Limited,Vertex Global Limited
para#1550,PERSON,Bid,Peter Brown
para#1550,PERSON,Individual Bidders,Olivia Davis
para#1552,COMPANY,Bids,Crestview Industries
para#1552,COMPANY,Retail Individual Investors,Ironwood Holdings
para#1554,COMPANY,Revision Form(s,Meridian Group
para#1554,COMPANY,Bidders,Lakeside Manufacturing
para#1555,COMPANY,Retail Individual Investors,Ironwood Holdings
para#1555,COMPANY,Bids,Crestview Industries
para#1555,COMPANY,Non-Institutional Investors,Falcon Enterprises Limited
para#1555,PERSON,QIB Bidders,Olivia Rodriguez
para#1556,COMPANY,Bids,Crestview Industries
para#1560,COMPANY,ASBA,Vertex Global Limited
para#1564,COMPANY,MUFG Intime India Private Limited,Vertex Global Limited
para#1566,COMPANY,each Promoter Selling Shareholder,Falcon Enterprises Limited
para#1567,COMPANY,Allottees,Ironwood Holdings
para#1569,COMPANY,Bidders,Lakeside Manufacturing
para#1569,COMPANY,Syndicate,Meridian Group
para#1572,COMPANY,Bank Limited,Ironwood Holdings
para#1572,COMPANY,HDFC Bank Limited,Falcon Enterprises Limited
para#1574,COMPANY,National Stock Exchange of,Falcon Enterprises Limited
para#1574,COMPANY,BSE Limited,Pinnacle Corp
para#1575,COMPANY,STT,Cobalt Industries Ltd.
para#1579,COMPANY,Syndicate,Meridian Group
para#1579,COMPANY,Bid cum Application Forms,Crestview Industries
para#1579,COMPANY,Registrar,Silverline Corp
para#1582,COMPANY,Nuvama Wealth Management Limited,Lakeside Manufacturing
para#1585,COMPANY,Syndicate,Meridian Group
para#1592,COMPANY,Underwriters,Pinnacle Corp
para#1593,COMPANY,UPI,Summit Enterprises Ltd.
para#1594,COMPANY,NPCI,Lakeside Manufacturing
para#1595,COMPANY,UPI Bidder(s,Redstone Group
para#1596,COMPANY,Non-Institutional Investors,Falcon Enterprises Limited
para#1596,COMPANY,Retail Individual Investors,Ironwood Holdings
para#1597,PERSON,UPI ID,Peter Garcia
para#1597,COMPANY,UPI,Summit Enterprises Ltd.
para#1597,PERSON,SEBI ICDR,Peter Doe
para#1600,COMPANY,ICDR Master Circular,Horizon Manufacturing Ltd.
para#1602,COMPANY,UPI ID,Falcon Enterprises Limited
para#1603,COMPANY,NPCI,Lakeside Manufacturing
para#1604,COMPANY,UPI Mandate Request,Northstar Corporation
para#1605,COMPANY,UPI,Summit Enterprises Ltd.
para#1606,COMPANY,Allotment,Meridian Group
para#1608,COMPANY,Bids,Crestview Industries
para#1608,PERSON,UPI Bidders,Peter Jones
para#1610,COMPANY,Password,Acme Industries Limited
para#1611,PERSON,Wilful Defaulter,Olivia Martinez
para#1618,COMPANY,AIF,Northstar Corporation
para#1619,COMPANY,Alternate Investment Fund,Bluewater Holdings
para#1623,COMPANY,BSE Limited,Pinnacle Corp
para#1626,COMPANY,AIF,Northstar Corporation
para#1630,COMPANY,AIF,Northstar Corporation
para#1639,COMPANY,Central Depository Services,Summit Enterprises Ltd.
para#1640,COMPANY,CESTAT,Vertex Global Limited
para#1646,COMPANY,CSR,Acme Industries Limited
para#1652,COMPANY,Depositories,Cobalt Industries Ltd.
para#1653,COMPANY,NSDL,Silverline Corp
para#1658,PERSON,DP/ Depository Participant,Olivia Hernandez
para#1666,COMPANY,FDI,Horizon Manufacturing Ltd.
para#1670,COMPANY,FEMA Rules,Crestview Industries
para#1671,COMPANY,Foreign Exchange Management,Meridian Group
para#1674,PERSON,Bill,Olivia Lopez
para#1675,PERSON,Bill,Olivia Lopez
para#1682,COMPANY,FVCI,Falcon Enterprises Limited
para#1683,COMPANY,Venture Capital Investors,Ironwood Holdings
para#1684,COMPANY,GoI / Central Government,Pinnacle Corp
para#1688,COMPANY,HUF,Cobalt Industries Ltd.
para#1690,COMPANY,IATF,Lakeside Manufacturing
para#1691,COMPANY,International Automotive Task Force,Redstone Group
para#1694,COMPANY,ICAI,Pinnacle Corp
para#1697,COMPANY,International Financial Reporting Standards,Acme Industries Limited
para#1701,COMPANY,Companies (Indian Accounting Standards) Rules,Northstar Corporation
para#1701,COMPANY,Indian Accounting Standard,Cobalt Industries Ltd.
para#1706,COMPANY,IPO,Pinnacle Corp
para#1708,COMPANY,ISO,Bluewater Holdings
para#1709,COMPANY,International Organization for Standards,Summit Enterprises Ltd.
para#1710,COMPANY,IST,Vertex Global Limited
para#1711,COMPANY,Indian Standard Time,Falcon Enterprises Limited
para#1714,COMPANY,LEI,Silverline Corp
para#1724,COMPANY,NACH,Horizon Manufacturing Ltd.
para#1725,COMPANY,National Automated Clearing House,Crestview Industries
para#1726,PERSON,NEFT,Olivia Wilson
para#1728,COMPANY,Non-Resident,Northstar Corporation
para#1731,COMPANY,National Payments Corporation of India,Meridian Group
para#1736,PERSON,NRO Account,Olivia Anderson
para#1738,COMPANY,NSDL,Silverline Corp
para#1739,COMPANY,National Securities Depository Limited,Falcon Enterprises Limited
para#1741,COMPANY,National Stock Exchange of,Falcon Enterprises Limited
para#1747,COMPANY,OCI,Ironwood Holdings
para#1753,COMPANY,PAT,Pinnacle Corp
para#1756,COMPANY,Reserve Bank of India,Cobalt Industries Ltd.
para#1762,COMPANY,Reserve Bank of India,Cobalt Industries Ltd.
para#1763,COMPANY,RTGS,Lakeside Manufacturing
para#1766,COMPANY,Securities Contracts (Regulation) Act,Redstone Group
para#1768,COMPANY,Securities Contracts (Regulation) Rules,Acme Industries Limited
para#1770,COMPANY,Securities and Exchange Board of India,Bluewater Holdings
para#1772,COMPANY,Securities and Exchange Board of India Act,Northstar Corporation
para#1774,COMPANY,Securities and Exchange Board of India (Alternative Investment Funds) Regulations,Bluewater Holdings
para#1776,COMPANY,Securities and Exchange Board of India,Bluewater Holdings
para#1778,COMPANY,Securities and Exchange Board of India,Bluewater Holdings
para#1780,COMPANY,Securities and Exchange Board of India (Foreign Venture Capital Investors,Summit Enterprises Ltd.
para#1781,COMPANY,ICDR Master Circular,Horizon Manufacturing Ltd.
para#1782,COMPANY,ICDR Master Circular,Horizon Manufacturing Ltd.
para#1784,COMPANY,Issue of Capital,Summit Enterprises Ltd.
para#1784,COMPANY,Securities and Exchange Board of India,Bluewater Holdings
para#1786,COMPANY,Securities and Exchange Board of India,Bluewater Holdings
para#1788,COMPANY,Securities and Exchange Board of India,Bluewater Holdings
para#1792,COMPANY,Securities and Exchange Board of India,Bluewater Holdings
para#1794,COMPANY,Securities and Exchange Board of India,Bluewater Holdings
para#1795,COMPANY,VCF Regulations,Vertex Global Limited
para#1796,COMPANY,Venture Capital Fund,Silverline Corp
para#1796,COMPANY,Securities and Exchange Board of India,Bluewater Holdings
para#1797,COMPANY,State Government,Horizon Manufacturing Ltd.
para#1799,COMPANY,U.S. Securities Act,Crestview Industries
para#1800,COMPANY,United States Securities Act,Meridian Group
para#1805,COMPANY,USD,Falcon Enterprises Limited
para#1806,COMPANY,United States Dollars,Silverline Corp
para#1808,PERSON,SEBI AIF,Olivia Thomas
para#1808,PERSON,SEBI VCF,Olivia Taylor
para#1817,COMPANY,AAS,Ironwood Holdings
para#1819,COMPANY,ACC,Pinnacle Corp
para#1821,COMPANY,ADAS,Cobalt Industries Ltd.
para#1825,COMPANY,BCD,Lakeside Manufacturing
para#1828,COMPANY,Battery Energy Storage System,Redstone Group
para#1829,COMPANY,BIS,Acme Industries Limited
para#1830,COMPANY,Bureau of Indian Standards,Northstar Corporation
para#1833,COMPANY,BTA,Bluewater Holdings
para#1837,COMPANY,CEA,Summit Enterprises Ltd.
para#1838,COMPANY,Central Electricity Authority,Vertex Global Limited
para#1839,COMPANY,CERC,Silverline Corp
para#1840,COMPANY,Central Electricity Regulatory Commission,Horizon Manufacturing Ltd.
para#1841,COMPANY,CKM,Crestview Industries
para#1842,PERSON,Circuit Kilometers,Olivia Moore
para#1843,COMPANY,CTC,Lakeside Manufacturing
para#1844,COMPANY,Continuous Transposed Conductors,Meridian Group
para#1845,COMPANY,CUF,Falcon Enterprises Limited
para#1847,COMPANY,DDUGJY,Ironwood Holdings
para#1848,PERSON,Gram Jyoti,Olivia Jackson
para#1849,COMPANY,DFI,Pinnacle Corp
para#1850,COMPANY,Development Finance Institution,Cobalt Industries Ltd.
para#1851,COMPANY,DFIA,Lakeside Manufacturing
para#1854,COMPANY,Diesel Generators,Redstone Group
para#1856,COMPANY,Taxes,Acme Industries Limited
para#1856,COMPANY,Earnings Before Interest,Northstar Corporation
para#1859,COMPANY,EMIS,Bluewater Holdings
para#1860,COMPANY,Education Management Information System,Summit Enterprises Ltd.
para#1861,COMPANY,EPCG,Vertex Global Limited
para#1862,COMPANY,Export Promotion Capital Goods,Silverline Corp
para#1865,COMPANY,FAME,Horizon Manufacturing Ltd.
para#1869,COMPANY,FHP,Crestview Industries
para#1870,COMPANY,Fractional Horsepower,Meridian Group
para#1871,COMPANY,FRE,Falcon Enterprises Limited
para#1873,COMPANY,FSA,Ironwood Holdings
para#1875,COMPANY,FTA,Pinnacle Corp
para#1880,COMPANY,Gross National Disposable Income,Cobalt Industries Ltd.
para#1881,COMPANY,GVA,Lakeside Manufacturing
para#1885,PERSON,GWH,Olivia Martin
para#1886,PERSON,Gigawatt-Hour,Olivia Lee
para#1890,PERSON,Air Conditioning,Olivia Perez
para#1891,COMPANY,HVDC,Redstone Group
para#1893,COMPANY,IATF,Lakeside Manufacturing
para#1894,COMPANY,International Automotive Task Force,Redstone Group
para#1896,COMPANY,Internal Combustion Engine,Acme Industries Limited
para#1897,COMPANY,IEA,Northstar Corporation
para#1898,COMPANY,International Energy Agency,Bluewater Holdings
para#1900,COMPANY,Extra Budgetary Resources,Summit Enterprises Ltd.
para#1901,COMPANY,IEC,Vertex Global Limited
para#1902,COMPANY,International Electrotechnical Commission,Silverline Corp
para#1905,COMPANY,IMF,Horizon Manufacturing Ltd.
para#1906,COMPANY,International Monetary Fund,Crestview Industries
para#1908,COMPANY,Integrated Power Development Scheme,Meridian Group
para#1910,COMPANY,Inter-State Transmission System,Falcon Enterprises Limited
para#1913,COMPANY,LPG,Ironwood Holdings
para#1918,COMPANY,Ministry of Statistics,Pinnacle Corp
para#1919,COMPANY,MVA,Cobalt Industries Ltd.
para#1920,PERSON,Mega Volt-Amperes,Olivia Thompson
para#1922,PERSON,Megawatt,Olivia White
para#1923,COMPANY,MWW,Lakeside Manufacturing
para#1926,COMPANY,National Electric Mobility Mission Plan,Redstone Group
para#1927,COMPANY,NEP,Acme Industries Limited
para#1928,COMPANY,National Electricity Plan,Northstar Corporation
para#1929,COMPANY,NIP,Bluewater Holdings
para#1932,COMPANY,National Monetization Pipeline,Summit Enterprises Ltd.
para#1935,COMPANY,OTG,Vertex Global Limited
para#1937,COMPANY,PAT,Pinnacle Corp
para#1940,COMPANY,Private Final Consumption Expenditure,Silverline Corp
para#1941,COMPANY,PLI,Horizon Manufacturing Ltd.
para#1943,PERSON,PMAY,Olivia Harris
para#1944,COMPANY,Pradhan Mantri,Crestview Industries
para#1946,COMPANY,Utthaan Mahabhiyan Yojana,Meridian Group
para#1946,PERSON,Kisan Urja Suraksha,Olivia Sanchez
para#1946,COMPANY,Pradhan Mantri,Crestview Industries
para#1948,PERSON,Photo Voltaic,Olivia Clark
para#1950,COMPANY,Precision Wires India Limited,Falcon Enterprises Limited
para#1951,COMPANY,QSR,Ironwood Holdings
para#1952,COMPANY,Quick Service Restaurants,Pinnacle Corp
para#1954,COMPANY,Reserve Bank of India,Cobalt Industries Ltd.
para#1955,COMPANY,RDSS,Cobalt Industries Ltd.
para#1960,COMPANY,Capital Employed,Acme Industries Limited
para#1962,COMPANY,Exported Products,Lakeside Manufacturing
para#1963,COMPANY,RoHS,Redstone Group
para#1964,COMPANY,Restriction of Hazardous Substances,Acme Industries Limited
para#1965,COMPANY,RPO,Northstar Corporation
para#1967,COMPANY,RRTS,Bluewater Holdings
para#1969,COMPANY,SAE,Summit Enterprises Ltd.
para#1971,COMPANY,SECI,Vertex Global Limited
para#1972,COMPANY,Solar Energy Corporation of India Limited,Silverline Corp
para#1979,COMPANY,W&C,Horizon Manufacturing Ltd.
para#1981,COMPANY,WEO,Crestview Industries
para#1990,COMPANY,Operations,Meridian Group
para#1994,PERSON,B.  Non-GAAP Measures,Olivia Ramirez
para#2002,COMPANY,Operations,Meridian Group
para#2006,COMPANY,Net Debt/ Equity,Falcon Enterprises Limited
para#2008,COMPANY,Net Working Capital Days,Ironwood Holdings
para#2010,COMPANY,COGS,Falcon Enterprises Limited
para#2011,PERSON,PAT CAGR,Olivia Lewis
para#2012,COMPANY,PAT,Pinnacle Corp
para#2012,PERSON,PAT CAGR,Olivia Lewis
para#2014,PERSON,PAT Margin,Noah Doe
para#2018,COMPANY,Capital Employed,Acme Industries Limited
para#2020,COMPANY,ROE,Pinnacle Corp
para#2021,COMPANY,Total	Equity,Cobalt Industries Ltd.
para#2021,COMPANY,PAT,Pinnacle Corp
para#2023,COMPANY,Operations,Meridian Group
para#2024,PERSON,C.  Operational,Noah Parker
para#2045,COMPANY,EUR,Lakeside Manufacturing
para#2068,COMPANY,Supa Facility,Cobalt Industries Ltd.
para#2072,COMPANY,Supa Facility,Cobalt Industries Ltd.
para#2086,COMPANY,Equity Share,Crestview Industries
para#2088,COMPANY,Equity Share,Crestview Industries
para#2092,PERSON,Kushal Subbayya Hegde,John Jones
para#2098,PERSON,Pushpa Kushal Hegde,John Brown
para#2104,PERSON,Rajesh Kushal Hegde,John Williams
para#2110,PERSON,Kushal Hegde,Noah Smith
para#2116,COMPANY,Rakhi Girija Shetty,Silverline Corp
para#2122,COMPANY,Dhaulagiri Family Trust,Vertex Global Limited
para#2128,COMPANY,Everest Family Trust,Summit Enterprises Ltd.
para#2134,COMPANY,Makalu Family Trust,Bluewater Holdings
para#2140,COMPANY,Broad Family Trust,Northstar Corporation
para#2146,COMPANY,Annapurna Family Trust,Acme Industries Limited
para#2152,COMPANY,Kanchenjunga Family Trust,Redstone Group
para#2162,COMPANY,Promoter Group,Horizon Manufacturing Ltd.
para#2165,PERSON,Rajesh Hegde,Noah Johnson
para#2200,COMPANY,post-Offer Equity Share,Redstone Group
para#2204,COMPANY,Equity Share,Crestview Industries
para#2208,COMPANY,Kushal	Subbayya Hegde,Acme Industries Limited
para#2229,COMPANY,post-Offer Equity Share,Redstone Group
para#2232,COMPANY,post-Offer Equity Share,Redstone Group
para#2233,COMPANY,capital (%,Northstar Corporation
para#2234,PERSON,Kushal Hegde,Noah Smith
para#2241,PERSON,Rajesh	Kushal Hegde,Noah Williams
para#2248,PERSON,Kushal Hegde,Noah Smith
para#2255,COMPANY,Rakhi Girija Shetty,Silverline Corp
para#2262,COMPANY,Dhaulagiri Family Trust,Vertex Global Limited
para#2276,COMPANY,Makalu	Family Trust,Bluewater Holdings
para#2283,COMPANY,Broad Family Trust,Northstar Corporation
para#2290,COMPANY,Annapurna Family Trust,Acme Industries Limited
para#2297,COMPANY,Kanchenjunga Family Trust,Redstone Group
para#2311,COMPANY,Promoter Group,Horizon Manufacturing Ltd.
para#2314,PERSON,Rajesh Hegde,Noah Johnson
para#2336,COMPANY,Malabar India Fund Limited,Summit Enterprises Ltd.
para#2343,PERSON,Rupal K. Sancheti,Noah Brown
para#2350,PERSON,Salil Ajay Bhargava,Noah Jones
para#2357,PERSON,Ajay Menon,Noah Garcia
para#2364,PERSON,Ajay Menon,Noah Garcia
para#2590,PERSON,Kushal Electricals,Noah Miller
para#2602,COMPANY,Waterloo Motors,Vertex Global Limited
para#2614,COMPANY,KSH,Northstar Corporation
para#2616,COMPANY,Private Limited,Silverline Corp
para#2627,COMPANY,Parijat Foundation,Horizon Manufacturing Ltd.
para#2639,COMPANY,KSH,Northstar Corporation
para#2664,PERSON,Key Managerial,Noah Davis
para#2676,PERSON,Key Managerial,Noah Davis
para#2690,COMPANY,Independent Directors,Ironwood Holdings
para#2712,PERSON,Kushal Subbayya Hegde,John Jones
para#2718,PERSON,Pushpa Kushal Hegde,John Brown
para#2721,PERSON,Rajesh Kushal Hegde,John Williams
para#2724,PERSON,Kushal Hegde,Noah Smith
para#2727,COMPANY,Rakhi Girija Shetty,Silverline Corp
para#2730,COMPANY,Dhaulagiri Family Trust,Vertex Global Limited
para#2733,COMPANY,Everest Family Trust,Summit Enterprises Ltd.
para#2736,COMPANY,Makalu Family Trust,Bluewater Holdings
para#2739,COMPANY,Broad Family Trust,Northstar Corporation
para#2742,COMPANY,Annapurna Family Trust,Acme Industries Limited
para#2745,COMPANY,Kanchenjunga Family Trust,Redstone Group
para#2750,PERSON,Cap Price,Emma Ramirez
para#2751,COMPANY,Equity Share,Crestview Industries
para#2764,COMPANY,Equity Share,Crestview Industries
para#2765,PERSON,Kushal Subbayya Hegde,John Jones
para#2768,PERSON,Pushpa Kushal Hegde,John Brown
para#2771,PERSON,Rajesh Kushal Hegde,John Williams
para#2774,PERSON,Kushal Hegde,Noah Smith
para#2777,COMPANY,Rakhi Girija Shetty,Silverline Corp
para#2780,COMPANY,Dhaulagiri Family Trust,Vertex Global Limited
para#2783,COMPANY,Everest Family Trust,Summit Enterprises Ltd.
para#2786,COMPANY,Makalu Family Trust,Bluewater Holdings
para#2789,COMPANY,Broad Family Trust,Northstar Corporation
para#2792,COMPANY,Annapurna Family Trust,Acme Industries Limited
para#2795,COMPANY,Kanchenjunga Family Trust,Redstone Group
para#2804,COMPANY,Kushal Subbayya Hegde*^&,Crestview Industries
para#2809,COMPANY,Kushal Hegde*^&,Meridian Group
para#2814,PERSON,Rajesh Kushal Hegde*^&,Noah Rodriguez
para#2819,COMPANY,Rohit Kushal Hegde*^&,Falcon Enterprises Limited
para#2824,COMPANY,Rakhi Girija Shetty&,Ironwood Holdings
para#2829,COMPANY,Rakhi Girija Shetty^&,Pinnacle Corp
para#2834,COMPANY,Dhaulagiri Family Trust&,Cobalt Industries Ltd.
para#2839,COMPANY,Everest Family Trust&,Lakeside Manufacturing
para#2844,COMPANY,Makalu Family Trust&,Redstone Group
para#2849,COMPANY,Broad Family Trust&,Acme Industries Limited
para#2854,COMPANY,Annapurna Family Trust&,Northstar Corporation
para#2859,COMPANY,Kanchenjunga Family Trust &,Bluewater Holdings
para#2864,COMPANY,Promoter Group,Horizon Manufacturing Ltd.
para#2865,PERSON,Rajesh Hegde,Noah Johnson
para#2875,COMPANY,Katyayani Balasubramanian&,Summit Enterprises Ltd.
para#2889,COMPANY,Dhaulagiri Family Trust,Vertex Global Limited
para#2890,PERSON,Kushal Subbayya Hegde,John Jones
para#2893,COMPANY,Makalu Family Trust,Bluewater Holdings
para#2894,PERSON,Kushal Subbayya Hegde,John Jones
para#2897,COMPANY,Everest Family Trust,Summit Enterprises Ltd.
para#2898,PERSON,Kushal Subbayya Hegde,John Jones
para#2901,COMPANY,Kanchenjunga Family Trust,Redstone Group
para#2902,PERSON,Pushpa Kushal Hegde,John Brown
para#2905,COMPANY,Annapurna Family Trust,Acme Industries Limited
para#2906,PERSON,Pushpa Kushal Hegde,John Brown
para#2909,COMPANY,Broad Family Trust,Northstar Corporation
para#2910,PERSON,Pushpa Kushal Hegde,John Brown
para#2938,COMPANY,S. N,Vertex Global Limited
para#3353,COMPANY,UAE,Silverline Corp
para#3455,COMPANY,Specialized,Horizon Manufacturing Ltd.
para#3508,PERSON,"7,559.52",Noah Martinez
para#3547,COMPANY,MoA,Horizon Manufacturing Ltd.
para#3553,PERSON,Gopal BO,Noah Hernandez
para#3553,COMPANY,DM Shetty,Crestview Industries
para#3553,PERSON,Kushal Hegde,Noah Smith
para#3557,COMPANY,SA Shetty,Meridian Group
para#3557,COMPANY,Karunakar Bhandary,Falcon Enterprises Limited
para#3557,PERSON,Kushal Hegde,Noah Smith
para#3561,COMPANY,Jayaram Shetty,Ironwood Holdings
para#3561,PERSON,Kushal Hegde,Noah Smith
para#3565,PERSON,Karunakar Hegde,Noah Lopez
para#3565,PERSON,Kushal Hegde,Noah Smith
para#3569,PERSON,Challan,Noah Wilson
para#3573,PERSON,Karunakar Hegde,Noah Lopez
para#3573,PERSON,Karunakar Hegde HUF,Noah Anderson
para#3577,PERSON,Rajesh Kushal Hegde,John Williams
para#3582,COMPANY,Shubhkamal Leasing and Investment Private Limited,Pinnacle Corp
para#3582,PERSON,Kushal Hegde,Noah Smith
para#3587,PERSON,Karunakar Hegde HUF,Noah Anderson
para#3587,PERSON,Rohit Hegde,Noah Thomas
para#3592,COMPANY,Shubhkamal Leasing and Investment Private Limited,Pinnacle Corp
para#3592,PERSON,Rajesh Kushal Hegde,John Williams
para#3597,PERSON,Vijay Hegde,Noah Taylor
para#3597,PERSON,Rajesh Hegde,Noah Johnson
para#3602,PERSON,Vijay Hegde,Noah Taylor
para#3602,PERSON,Rohit Hegde,Noah Thomas
para#3606,PERSON,Rohit Hegde,Noah Thomas
para#3606,PERSON,Rajesh Hegde,Noah Johnson
para#3606,PERSON,Kushal Hegde,Noah Smith
para#3609,COMPANY,MoA,Horizon Manufacturing Ltd.
para#3618,COMPANY,Hegde,Cobalt Industries Ltd.
para#3618,PERSON,Rohit Hegde,Noah Thomas
para#3618,PERSON,Rajesh Hegde,Noah Johnson
para#3618,PERSON,Kushal Hegde,Noah Smith
para#3628,COMPANY,Working Capital Days(1,Lakeside Manufacturing
para#3746,COMPANY,Total Taloja,Redstone Group
para#3778,COMPANY,Total Chakan Unit,Acme Industries Limited
para#3802,COMPANY,Total Chakan Unit,Acme Industries Limited
para#3847,COMPANY,Total Taloja,Redstone Group
para#3879,COMPANY,Total Chakan Unit,Acme Industries Limited
para#3903,COMPANY,Total Chakan Unit,Acme Industries Limited
